folder,inner_folder,method,mean,std
11-taxon,estimated_Xgenes_strongILS/estimated_5genes_strongILS,stelar-OG,0.3125,0.1647366319151173
11-taxon,estimated_Xgenes_strongILS/estimated_5genes_strongILS,stelar-RAND,0.3125,0.16473663191511728
15-taxon,1000gene-1000bp/estimated-genetrees,astral-None,0.03333333333333332,0.04303314829119351
15-taxon,1000gene-1000bp/estimated-genetrees,stelar-MP,0.03333333333333332,0.04303314829119351
15-taxon,1000gene-1000bp/estimated-genetrees,stelar-MV,0.03333333333333332,0.04303314829119351
15-taxon,1000gene-1000bp/estimated-genetrees,stelar-OG,0.03333333333333332,0.04303314829119351
15-taxon,1000gene-1000bp/estimated-genetrees,stelar-RAND,0.12499999999999996,0.0809854429839625
15-taxon,1000gene-1000bp/estimated-genetrees,stelar-RD,0.09999999999999998,0.06573421981221796
15-taxon,1000gene-100bp/estimated-genetrees,astral-None,0.2333333333333333,0.05270462766947301
15-taxon,1000gene-100bp/estimated-genetrees,stelar-MP,0.31666666666666665,0.06573421981221797
15-taxon,1000gene-100bp/estimated-genetrees,stelar-MV,0.31666666666666665,0.06573421981221797
15-taxon,1000gene-100bp/estimated-genetrees,stelar-OG,0.31666666666666665,0.06573421981221797
15-taxon,1000gene-100bp/estimated-genetrees,stelar-RAND,0.35833333333333334,0.05624571314254608
15-taxon,1000gene-100bp/estimated-genetrees,stelar-RD,0.36666666666666664,0.04303314829119354
15-taxon,1000gene-true,astral-None,0.0,0.0
15-taxon,1000gene-true,stelar-MP,0.0,0.0
15-taxon,1000gene-true,stelar-MV,0.0,0.0
15-taxon,1000gene-true,stelar-OG,0.0,0.0
15-taxon,1000gene-true,stelar-RAND,0.12499999999999996,0.043920523057894144
15-taxon,100gene-1000bp/estimated-genetrees,astral-None,0.07499999999999998,0.08286907716764608
15-taxon,100gene-1000bp/estimated-genetrees,stelar-MP,0.09999999999999998,0.08606629658238703
15-taxon,100gene-1000bp/estimated-genetrees,stelar-MV,0.09999999999999998,0.08606629658238703
15-taxon,100gene-1000bp/estimated-genetrees,stelar-OG,0.09999999999999998,0.08606629658238703
15-taxon,100gene-1000bp/estimated-genetrees,stelar-RAND,0.3083333333333333,0.09662515072736715
15-taxon,100gene-1000bp/estimated-genetrees,stelar-RD,0.14999999999999997,0.10243938285880987
15-taxon,100gene-100bp/estimated-genetrees,astral-None,0.3083333333333333,0.11145779248743824
15-taxon,100gene-100bp/estimated-genetrees,stelar-MP,0.4333333333333333,0.1459325059618189
15-taxon,100gene-100bp/estimated-genetrees,stelar-MV,0.4333333333333333,0.1459325059618189
15-taxon,100gene-100bp/estimated-genetrees,stelar-OG,0.4333333333333333,0.1459325059618189
15-taxon,100gene-100bp/estimated-genetrees,stelar-RAND,0.5166666666666667,0.11653431646335019
15-taxon,100gene-100bp/estimated-genetrees,stelar-RD,0.3854166666666667,0.062001984095237106
15-taxon,100gene-true,astral-None,0.0,0.0
15-taxon,100gene-true,stelar-MP,0.024999999999999988,0.040253824294970646
15-taxon,100gene-true,stelar-MV,0.01666666666666666,0.035136418446315314
15-taxon,100gene-true,stelar-OG,0.0,0.0
15-taxon,100gene-true,stelar-RAND,0.14999999999999997,0.07657804862272344
37-taxon,estimated-genetrees/0.5X-200-500,astral-None,0.04852941176470584,0.025738058232806487
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MP,0.04852941176470584,0.021916465305017493
37-taxon,estimated-genetrees/0.5X-200-500,stelar-MV,0.04852941176470584,0.021916465305017493
37-taxon,estimated-genetrees/0.5X-200-500,stelar-OG,0.04705882352941173,0.02765660858715454
37-taxon,estimated-genetrees/0.5X-200-500,stelar-RAND,0.0602941176470588,0.0442207258139595
37-taxon,estimated-genetrees/0.5X-200-500,stelar-RD,0.07941176470588232,0.03708068547743195
37-taxon,estimated-genetrees/1X-200-1000,astral-None,0.02205882352941174,0.02106912939445231
37-taxon,estimated-genetrees/1X-200-1000,stelar-MP,0.022058823529411745,0.023129338695795556
37-taxon,estimated-genetrees/1X-200-1000,stelar-MV,0.022058823529411745,0.023129338695795556
37-taxon,estimated-genetrees/1X-200-1000,stelar-OG,0.02352941176470586,0.022581526351468068
37-taxon,estimated-genetrees/1X-200-1000,stelar-RAND,0.029411764705882325,0.021337536767941517
37-taxon,estimated-genetrees/1X-200-1000,stelar-RD,0.032352941176470564,0.025065930183140885
37-taxon,estimated-genetrees/1X-200-500,astral-None,0.03823529411764703,0.03319341727334322
37-taxon,estimated-genetrees/1X-200-500,stelar-MP,0.03382352941176468,0.029061380416708363
37-taxon,estimated-genetrees/1X-200-500,stelar-MV,0.035294117647058795,0.031067922487435538
37-taxon,estimated-genetrees/1X-200-500,stelar-OG,0.036764705882352915,0.0284278137340665
37-taxon,estimated-genetrees/1X-200-500,stelar-RAND,0.04558823529411762,0.024281704337702853
37-taxon,estimated-genetrees/1X-200-500,stelar-RD,0.06029411764705879,0.033703853428525395
37-taxon,estimated-genetrees/1X-800-1000,astral-None,0.0,0.0
37-taxon,estimated-genetrees/1X-800-1000,stelar-MP,0.0,0.0
37-taxon,estimated-genetrees/1X-800-1000,stelar-MV,0.0,0.0
37-taxon,estimated-genetrees/1X-800-1000,stelar-OG,0.0,0.0
37-taxon,estimated-genetrees/1X-800-1000,stelar-RAND,0.013235294117647034,0.015012287809824693
37-taxon,estimated-genetrees/1X-800-1000,stelar-RD,0.022058823529411745,0.023129338695795556
37-taxon,estimated-genetrees/1X-800-500,astral-None,0.007352941176470574,0.013066519362332897
37-taxon,estimated-genetrees/1X-800-500,stelar-MP,0.007352941176470574,0.013066519362332897
37-taxon,estimated-genetrees/1X-800-500,stelar-MV,0.007352941176470574,0.013066519362332897
37-taxon,estimated-genetrees/1X-800-500,stelar-OG,0.007352941176470574,0.013066519362332897
37-taxon,estimated-genetrees/1X-800-500,stelar-RAND,0.020588235294117622,0.019321961333287816
37-taxon,estimated-genetrees/1X-800-500,stelar-RD,0.032352941176470564,0.02112308371940023
37-taxon,estimated-genetrees/2X-200-500,astral-None,0.024999999999999974,0.021916465305017483
37-taxon,estimated-genetrees/2X-200-500,stelar-MP,0.023529411764705854,0.020466246292307616
37-taxon,estimated-genetrees/2X-200-500,stelar-MV,0.019117647058823507,0.0197300115661746
37-taxon,estimated-genetrees/2X-200-500,stelar-OG,0.02647058823529409,0.021123083719400224
37-taxon,estimated-genetrees/2X-200-500,stelar-RAND,0.02794117647058821,0.022328078074007298
37-taxon,estimated-genetrees/2X-200-500,stelar-RD,0.04117647058823528,0.030773433163564522
37-taxon,true-genetrees/1X-200-true,astral-None,0.01323529411764704,0.01778839173027349
37-taxon,true-genetrees/1X-200-true,stelar-MP,0.01470588235294116,0.020242564753284845
37-taxon,true-genetrees/1X-200-true,stelar-MV,0.01470588235294116,0.020242564753284845
37-taxon,true-genetrees/1X-200-true,stelar-OG,0.01470588235294116,0.020242564753284845
37-taxon,true-genetrees/1X-200-true,stelar-RAND,0.020588235294117622,0.019321961333287816
37-taxon,true-genetrees/1X-800-true,astral-None,0.0,0.0
37-taxon,true-genetrees/1X-800-true,stelar-MP,0.0,0.0
37-taxon,true-genetrees/1X-800-true,stelar-MV,0.0,0.0
37-taxon,true-genetrees/1X-800-true,stelar-OG,0.0,0.0
37-taxon,true-genetrees/1X-800-true,stelar-RAND,0.014705882352941149,0.01508791694242871
48-taxon,estimated-genetrees/0.5X-1000-500,astral-None,0.13111111111111107,0.040721242897680615
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-OG,0.20555555555555555,0.03132341927682358
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RAND,0.2655555555555555,0.038473132655429634
48-taxon,estimated-genetrees/0.5X-1000-500,stelar-RD,0.30333333333333334,0.024209396250146793
48-taxon,estimated-genetrees/1X-100-500,astral-None,0.2522222222222222,0.0347832796499967
48-taxon,estimated-genetrees/1X-100-500,stelar-OG,0.2944444444444444,0.04609507929576271
48-taxon,estimated-genetrees/1X-100-500,stelar-RAND,0.3333333333333333,0.03676311963860049
48-taxon,estimated-genetrees/1X-100-500,stelar-RD,0.3233333333333333,0.03262403232863952
48-taxon,estimated-genetrees/1X-1000-500,astral-None,0.08749999999999995,0.034871899614389384
48-taxon,estimated-genetrees/1X-1000-500,stelar-OG,0.1444444444444444,0.051320023927966744
48-taxon,estimated-genetrees/1X-1000-500,stelar-RAND,0.19027777777777777,0.018087578440110816
48-taxon,estimated-genetrees/1X-1000-500,stelar-RD,0.32666666666666666,0.18677523993669853
48-taxon,estimated-genetrees/1X-200-500,astral-None,0.1944444444444444,0.04720932056297986
48-taxon,estimated-genetrees/1X-25-500,astral-None,0.3266666666666666,0.04331908597692874
48-taxon,estimated-genetrees/1X-25-500,stelar-OG,0.40555555555555556,0.052426501043803295
48-taxon,estimated-genetrees/1X-25-500,stelar-RAND,0.43666666666666665,0.06255342096427648
48-taxon,estimated-genetrees/1X-25-500,stelar-RD,0.4311111111111111,0.061769447038114336
48-taxon,estimated-genetrees/1X-50-500,astral-None,0.2833333333333333,0.03214247037113754
48-taxon,estimated-genetrees/1X-50-500,stelar-OG,0.35,0.03522876136100361
48-taxon,estimated-genetrees/1X-50-500,stelar-RAND,0.39,0.05272311727806476
48-taxon,estimated-genetrees/1X-50-500,stelar-RD,0.3866666666666666,0.04103913408340616
48-taxon,estimated-genetrees/1X-500-500,astral-None,0.12333333333333327,0.03709741666998856
48-taxon,estimated-genetrees/1X-500-500,stelar-OG,0.18666666666666662,0.03561398707493476
48-taxon,estimated-genetrees/1X-500-500,stelar-RAND,0.22222222222222218,0.036049204695725
48-taxon,estimated-genetrees/1X-500-500,stelar-RD,0.2544444444444444,0.029264317178246815
48-taxon,estimated-genetrees/2X-1000-500,astral-None,0.04333333333333329,0.01971202685162258
48-taxon,estimated-genetrees/2X-1000-500,stelar-OG,0.07666666666666662,0.03493240479101648
48-taxon,estimated-genetrees/2X-1000-500,stelar-RAND,0.15999999999999995,0.02233887510889041
48-taxon,estimated-genetrees/2X-1000-500,stelar-RD,0.1833333333333333,0.028726489101321966
